time,F3(gamma),FC5(gamma),AF3(gamma),F7(gamma),T7(gamma),P7(gamma),O1(gamma),O2(gamma),P8(gamma),T8(gamma),F8(gamma),AF4(gamma),FC6(gamma),F4(gamma),F3(beta),FC5(beta),AF3(beta),F7(beta),T7(beta),P7(beta),O1(beta),O2(beta),P8(beta),T8(beta),F8(beta),AF4(beta),FC6(beta),F4(beta),F3(alpha),FC5(alpha),AF3(alpha),F7(alpha),T7(alpha),P7(alpha),O1(alpha),O2(alpha),P8(alpha),T8(alpha),F8(alpha),AF4(alpha),FC6(alpha),F4(alpha),F3(theta),FC5(theta),AF3(theta),F7(theta),T7(theta),P7(theta),O1(theta),O2(theta),P8(theta),T8(theta),F8(theta),AF4(theta),FC6(theta),F4(theta),F3(delta),FC5(delta),AF3(delta),F7(delta),T7(delta),P7(delta),O1(delta),O2(delta),P8(delta),T8(delta),F8(delta),AF4(delta),FC6(delta),F4(delta)
173,256.9294117,526.3108781,259.9594742,272.2567422,231.9152915,207.7255514,266.3378903,396.9918615,419.9361733,334.127876,444.7605296,435.7754282,430.8964893,231.3000629,106.5691252,93.50238756,135.7992572,155.0802363,91.49653684,41.83181535,67.32640175,191.0813805,143.5410697,226.8276715,223.9133645,220.6006352,239.6744458,121.0138838,64.12035235,169.5893137,112.6312837,233.3931122,179.1482161,198.2364765,142.4059386,417.2348435,468.6238343,373.073824,335.1392868,105.6592015,368.6602293,68.64514569,147.3807903,208.7142578,122.7744452,184.3618403,150.1347358,89.17223632,173.5888105,104.3136994,192.3303545,23.21435305,150.6239977,234.4532208,306.9385979,31.60720375,34036.964,19171.412,19949.616,39177.831,46369.764,2413.384,79518.79,23157.504,19668.091,7198.21,1743.827,25643.016,3703.239,5193.096
173.25,260.0293229,334.6153943,323.79118,276.914984,185.6519247,211.4696907,240.422361,318.4131025,329.8913023,422.5772082,347.5144249,393.8302697,445.4340694,193.314912,91.77559322,123.3102428,99.01947436,129.2874511,84.15624961,117.1403195,67.70526899,81.27809692,72.41596413,101.1696704,160.0339376,131.3200077,108.9679292,119.1828633,50.70202775,90.50701285,21.97093679,92.23084923,59.87908399,195.8409388,67.85865827,146.2599437,43.99788969,186.597185,146.3012744,80.32699411,207.2360373,112.5380824,330.2751476,95.07794275,449.0168062,432.1305863,198.3769203,71.35855676,296.204468,359.5043727,357.8652933,364.2377502,462.4400333,567.1053287,476.8061351,308.4267136,32668.964,19264.412,21219.616,40371.831,47260.764,2471.384,80731.79,21559.504,18642.091,8574.21,597.827,26378.016,4325.239,6309.096
173.5,202.9187641,551.5363551,330.693798,363.1362789,235.1941804,174.3695297,221.5673845,269.1859419,381.9222468,311.7539772,457.2744334,327.9641697,445.6033763,271.4463167,28.10525561,111.0017814,72.00930303,103.3898491,136.380808,113.2257664,106.4062874,143.0950333,186.436392,214.3637382,184.6009837,148.0045801,255.1316146,112.9399766,126.2821037,386.1147724,372.863804,355.4364826,83.15407434,53.13867341,33.67311078,95.04797295,99.09996809,175.4837706,433.9370508,352.6073278,496.9824292,249.5579048,104.7142976,479.0204571,129.4590046,203.6283581,55.71435875,186.9649826,69.18622425,146.1172128,62.50561411,45.90270505,331.20489,220.1127312,409.1965624,136.5610679,32224.964,19106.412,21957.616,40781.831,46933.764,2457.384,81125.79,21223.504,18142.091,8655.21,230.827,27089.016,5858.239,6651.096
173.75,200.6880166,640.3831394,385.2155111,447.0969952,309.3640093,399.8466195,532.0841223,420.5056712,532.5094933,529.7604625,510.7325144,429.5490686,416.7773316,334.0677713,50.14829843,303.0621505,141.1684443,81.29930748,93.1546296,111.2331805,82.40839431,159.046612,107.2626249,63.52572581,93.85459685,190.1446402,171.4508167,165.0382834,10.76906031,260.420518,104.6870241,104.5807915,50.71168013,150.698354,183.4985753,250.5283075,341.9799332,198.8539986,6.703644143,98.50199677,57.37442902,62.00045101,67.36902511,456.9931872,101.5449442,296.3541365,210.9557281,103.0409563,54.70045875,99.49657098,236.7772661,431.2537875,118.6369011,119.5819349,182.8322541,54.35979417,32073.964,18356.412,22493.616,40997.831,46937.764,1906.384,81633.79,21527.504,18321.091,7701.21,800.173,27516.016,6255.239,7045.096
174,146.2261209,613.715948,327.6314912,324.3309204,328.3146163,268.3763274,261.8284609,292.1723934,411.7031346,360.5009092,509.3908311,451.3219704,558.025692,205.054045,31.28295598,182.4504928,81.32871509,51.06446408,89.86991224,97.06466152,188.9948166,185.7801661,162.5825041,190.2254014,180.1020926,164.1860254,185.0361869,101.8639474,97.5900528,133.4581137,97.86852014,38.10391136,200.2604646,217.4938329,128.4414074,118.6043315,221.081518,373.6658903,391.5606287,202.1126124,317.0400745,144.8536951,32.39421364,164.8269446,289.4882276,158.9142043,288.8321916,108.1848497,195.4905128,214.5927874,153.1545164,78.31058058,125.4949577,202.7095214,98.69322632,66.10668627,31843.964,19071.412,21828.616,41088.831,46610.764,1169.384,82298.79,21212.504,18129.091,7277.21,518.173,26689.016,5352.239,6824.096
174.25,184.584088,463.6561593,391.8406413,374.1430629,295.6483376,277.0252589,343.7022963,574.152972,442.8160231,575.1339322,748.3715976,371.9763365,573.4818814,275.222967,87.8829292,313.1667871,183.0520108,259.7909146,143.0425749,131.6139633,107.6319376,130.6934791,169.313339,188.7114894,326.3044471,222.4889416,259.4227441,143.7912698,20.98065177,124.5607274,58.42187415,77.78666144,29.097254,141.6413269,144.8824694,392.5475501,431.6459784,438.8324354,325.4965263,172.6414427,377.7533539,122.2381618,133.2502383,329.4176199,105.8763064,270.6159627,126.5476087,146.2012858,118.693562,11.43763772,102.857255,283.8317988,28.53261968,140.5133045,257.8728565,115.1583437,31624.964,17621.412,21225.616,41393.831,45538.764,972.384,82955.79,21390.504,17660.091,6301.21,543.173,25987.016,5143.239,6565.096
174.5,136.6590628,467.8458136,284.326729,320.5905475,290.5876873,221.7924449,310.2437793,407.8400326,322.456621,437.3626161,283.386553,393.6729962,433.0676129,304.5749461,63.97280857,99.46776356,116.3551435,148.3801159,138.4415892,94.9127477,76.20860036,137.5851142,151.3761222,214.0856834,262.9235099,148.5364946,185.5770506,96.3665785,126.0479502,165.3108566,306.4025054,266.349451,102.9845644,41.57284653,133.2567255,217.9097716,121.4693021,212.979293,176.375434,253.8538515,264.0081521,187.6311003,10.7450936,108.7523358,68.23884773,31.30821537,1.934369297,118.8379404,39.59637812,75.4994436,108.4134112,27.28298584,33.83280089,139.3562574,101.8084652,18.64821269,32289.964,16988.412,20353.616,40280.831,44310.764,1615.384,82824.79,22202.504,18132.091,5006.21,498.173,25261.016,5308.239,6286.096
174.75,245.1383648,445.3948669,440.6868277,439.2457389,137.6968339,261.6755052,263.7856891,474.3353862,583.7330173,543.4383983,575.6675303,401.9786717,567.850169,343.125525,74.73973437,232.7073761,225.5965871,227.0650066,57.84635341,79.6663266,140.9394371,224.7212684,182.4781962,201.7228835,222.9152435,158.8290433,207.9923919,62.52487784,192.6281337,216.9605795,483.655937,325.0719568,92.13755033,160.4266406,141.9133759,288.4836781,304.5157109,403.1529359,440.1051821,509.5141446,436.0198607,246.8126751,115.6320565,211.1364302,81.49782564,436.1311106,6.396728533,162.1188894,138.3353904,174.4545265,304.2085322,253.5273769,96.09361652,127.2710858,178.5064859,16.30766659,32318.964,15628.412,20219.616,41367.831,43957.764,1597.384,82961.79,22702.504,18903.091,4218.21,731.173,25469.016,4688.239,6123.096
175,318.2499596,540.8694502,519.5812769,447.8463386,252.5533689,302.5787496,192.5359339,408.8956104,493.8882268,360.8067011,419.6174737,464.1497197,548.3202721,369.5430795,84.08288001,80.11060017,332.8864522,254.868849,107.985168,187.5834885,39.56135154,190.9441763,161.2016893,174.7266119,139.1250203,224.276769,257.8861357,116.7265249,178.7152874,304.2951977,403.2937596,282.5226163,119.8481627,245.081612,163.2303872,333.7463901,265.0129137,406.8495948,489.2285776,382.8784133,584.1676822,336.60409,163.5103855,228.5575033,342.8653205,381.0275049,171.4184658,95.69970958,34.50054345,58.85546981,190.440628,306.2611624,447.6969106,335.2541103,81.29323162,156.9818166,31220.964,14024.412,20656.616,41749.831,44387.764,1291.384,83802.79,22674.504,19311.091,4067.21,1015.173,26131.016,4640.239,6061.096
175.25,138.6925529,383.8493825,456.5955679,350.3592579,303.7660356,281.388925,249.2284677,563.2942056,657.04674,660.8598497,526.1852299,336.4142425,870.9934704,290.4041043,76.83998481,229.0518851,148.6246887,269.6657065,209.4072723,248.2115205,91.17650742,353.6826101,349.6270261,386.2411182,297.5748808,173.718209,353.6933178,215.1439932,90.72377671,251.7871683,350.6531533,402.1331559,225.7249188,58.34918343,170.8216539,513.1307392,524.2106363,401.209225,329.784164,293.8931133,315.3754525,227.9802289,66.24099697,205.8691021,193.3217963,344.9294544,156.7292058,144.563923,95.85049395,348.3376719,499.9034366,471.3481588,303.8054884,273.0395089,441.8947348,146.3016541,30953.964,12930.412,20717.616,40741.831,44210.764,1508.384,83534.79,22444.504,18781.091,4688.21,2320.173,26925.016,6431.239,6619.096
175.5,213.0436805,542.977495,435.437621,394.0737818,320.0149191,339.4847166,310.2800958,499.9646344,589.2264286,651.6616273,565.3176081,380.847866,470.0412397,296.8018786,89.33368771,278.9012104,183.8218207,219.8342455,246.761252,133.8000688,93.50203671,400.9825004,597.9584984,556.3306989,369.4263741,238.4228204,394.1109584,147.3985761,81.5557027,83.73663953,90.76802177,109.159609,153.7826205,87.93086385,28.79172078,514.6279797,690.2898746,718.9288609,400.3417464,135.2661672,264.9102636,34.36231528,245.3907322,328.2162485,280.0859159,310.3762034,362.0769493,209.9990576,246.1799958,263.9360591,288.8339669,244.0424688,352.7714739,127.1790768,44.71625428,94.35411679,30586.964,13769.412,20846.616,40491.831,44422.764,1353.384,83807.79,22909.504,19286.091,4436.21,2413.173,26874.016,5391.239,6438.096
175.75,234.8192698,509.6397397,443.6503585,295.7297255,399.1901951,355.6560246,312.5507711,326.5686076,366.8522125,426.4439495,667.8260351,465.7166965,545.9634748,297.8824519,157.5935672,167.5709982,226.2988601,190.0061346,123.0438504,69.68585466,48.55173179,228.1640553,370.7927573,296.3228815,293.7836535,208.9555868,297.477732,155.6992343,139.2953651,238.7443468,427.0525147,359.1914894,198.3430723,182.5791424,87.90322031,87.47179028,147.0491033,229.5637481,426.0015416,380.2154245,342.2988486,181.2904594,97.48735176,210.2201683,231.7877075,248.8084809,122.0977311,258.0150739,110.615571,344.7782571,374.1438447,222.4056494,147.0843944,25.21469726,172.116464,80.63934957,29730.964,13857.412,21496.616,40553.831,45134.764,370.384,85212.79,22206.504,19575.091,5176.21,3579.173,27367.016,5743.239,6645.096
176,349.3697701,474.5356108,571.2169558,563.6577707,277.9199025,162.6019927,300.9644446,349.6392707,501.0336686,356.6619001,469.3735856,438.902494,429.932619,271.7680626,186.7018789,127.4108438,283.0226589,334.4249583,182.0963206,144.92737,276.9689862,144.1545482,103.8483505,240.9356406,377.5654721,367.9601902,322.5110351,233.0523291,179.1290192,191.3134523,377.7974541,390.9739616,86.40932749,145.3830254,141.3232954,245.8363907,383.9442234,119.1122069,254.5752787,283.259341,59.12300208,111.327223,188.8385774,277.8049437,36.75331744,87.72115473,20.29772541,56.55854794,201.0138495,223.4770467,428.4949879,363.7111884,199.7875954,97.69220984,107.4689249,45.03238317,30288.964,13187.412,20764.616,40121.831,44571.764,14.616,84812.79,22483.504,19592.091,4615.21,3570.173,26829.016,6432.239,6216.096
176.25,226.3007121,643.418391,638.8030941,491.9297188,334.9497932,345.16708,329.2005635,304.7982153,381.7253077,491.4008889,839.0068188,628.3151607,614.7477284,501.693957,91.46318533,67.57647333,120.154599,51.43509676,109.3568214,119.0143374,140.2399108,226.193199,285.5260873,270.3581668,288.1011823,267.3795042,256.1397924,217.692076,106.3702971,318.6938866,257.1808556,345.7470667,332.183166,306.5913489,66.17872838,199.5245756,326.4358392,358.2629685,433.318513,326.2654125,444.8844372,277.8708783,129.2066202,269.8354398,226.3763665,138.5705171,188.8570906,228.402951,123.4493555,228.8693004,341.5444153,254.8340815,282.6699679,192.70153,240.320506,99.14799312,31386.964,13581.412,20166.616,38994.831,44202.764,499.384,84317.79,22272.504,19111.091,4711.21,3740.173,26555.016,6263.239,5836.096
176.5,240.5163902,399.0637445,579.0333089,471.1800792,379.3796366,184.7751984,301.8051829,619.726516,652.5467043,828.1721929,740.153486,629.5571375,675.7688377,460.0524271,96.90770211,221.0394951,284.8988906,247.9777288,137.6343296,67.025685,95.43287008,289.3338308,351.3742227,279.3890053,314.8793776,289.9312599,266.7991075,208.4443566,132.0061124,365.5042225,271.2097338,367.0969158,173.97019,112.29432,169.8889456,446.642532,521.5309539,460.5955291,347.1428138,257.9759252,383.9756522,111.1174951,158.6212605,153.7096409,463.2852545,421.8385149,297.3263744,102.1268799,220.641448,282.4992561,377.2536846,350.1570289,338.8415491,380.2415928,197.820011,156.319662,31290.964,13248.412,19912.616,38497.831,43773.764,765.384,84410.79,23237.504,19867.091,3572.21,3010.173,25811.016,4721.239,5203.096
176.75,411.8400265,525.089978,635.0268248,501.7998526,407.1402362,306.0022026,398.4913526,996.5305434,883.3951691,958.2003382,842.1557772,1022.54288,859.9097158,702.9939429,162.5124369,284.1678886,242.3925269,209.4666182,90.55741367,87.29026743,127.8070155,434.2710826,310.4418588,399.0647148,491.8234585,384.8263549,448.4481238,322.2789456,61.29367481,315.3649552,198.0464114,291.9669346,119.1117892,93.4297546,284.6524279,634.8005831,601.641722,448.0368485,367.9363597,280.8254585,442.7711828,271.4122255,527.9628628,291.4393387,915.4063719,868.2670414,684.8085646,178.8730991,135.7439172,1038.353333,918.9110572,1453.026685,1163.717574,1127.183556,863.5814418,718.307565,31636.964,10960.412,19104.616,38311.831,42292.764,187.384,84482.79,24393.504,20669.091,1783.21,2420.173,24363.016,4601.239,4414.096
177,536.5680134,619.3070636,985.4123771,938.8383865,1095.875711,369.1653589,556.6983658,1048.514424,848.8390578,1078.770091,904.5040933,853.2648605,1043.580732,530.5866101,201.4691325,176.7742014,318.7427118,398.0627645,513.7645012,168.926525,252.7816444,621.2252193,590.6458907,614.056592,348.3554111,260.3650582,257.3190684,174.5756427,208.0937978,314.3046562,416.9623054,536.6928274,532.5067535,171.515969,346.8365948,865.7549022,791.3146049,706.1353597,506.098537,281.4736461,318.1005977,130.7703307,665.5111535,323.4210231,1143.997679,1090.939822,1232.298757,621.4786784,302.825544,707.9592969,448.4406057,1261.72116,1448.003645,1373.208082,1371.072566,810.9515666,34608.964,9075.412,15036.616,34487.831,36718.764,615.616,82814.79,31160.504,26180.091,5291.79,2917.827,19225.016,474.761,1201.096
177.25,408.743384,976.1225756,938.4404356,853.4471589,692.7440281,616.4546954,434.3396009,510.2279846,571.0414413,621.3555667,1174.687456,1107.767421,1635.193906,815.2374556,136.0116155,397.9039251,284.2528848,263.1306151,179.0246338,235.7599473,317.747898,115.984182,170.0290474,264.0723607,316.6531382,312.1184613,424.9453807,278.1120128,180.7021974,364.8741124,563.7087461,669.422608,449.7655099,292.0796646,336.2601492,136.5805431,95.43394205,418.2699719,702.2241635,616.7125991,824.2708347,419.7482711,181.756949,723.2419628,849.213623,869.0570139,866.9834992,261.4650395,236.0848865,247.7519485,389.4325078,990.007453,1293.84144,1086.384143,1333.387643,624.8283253,37639.964,6064.412,9730.616,30324.831,30079.764,3133.616,83405.79,35253.504,28740.091,11176.79,8654.827,13720.016,7474.761,2700.904
177.5,259.1892282,549.6330206,531.6855459,582.5828945,343.5197912,484.953726,277.8024736,404.2675841,465.1712427,683.814678,985.6181125,629.8944034,927.8423476,361.0304876,72.97477622,166.2684538,128.6849081,212.0355253,103.089623,142.5200923,149.2373422,195.7279226,277.9418798,366.2114818,301.3829806,152.0418743,287.085144,91.79042585,128.3502884,185.438616,113.8968117,173.2785645,257.5323391,195.6676092,223.3858751,218.0524518,102.4401799,315.8170792,685.2985664,322.0103431,562.661965,134.0892161,279.5213961,270.1510801,572.959434,580.0494709,108.7564435,334.3983181,218.0318544,48.89018749,109.2008514,526.9408694,435.3526446,359.5294204,538.6823327,288.2832505,38675.964,2713.412,7019.616,28919.831,28722.764,4299.616,83279.79,36788.504,30916.091,12002.79,9133.827,11906.016,9047.761,4572.904
177.75,144.6739747,352.9799826,325.7146932,356.0483928,367.6320199,281.142775,234.3112834,594.3122044,509.4097866,683.2819503,514.4122026,482.4580545,482.1160018,330.5866213,63.93610631,174.9715239,93.76320807,68.95694678,109.9846427,110.157815,85.06646344,139.6701788,173.4238495,267.6719321,114.4952182,137.5282959,149.5437953,116.3988277,70.27978159,214.4334206,87.90920567,41.88953231,107.3603859,229.519376,85.01965113,278.1355588,448.8009897,556.9593932,135.5936991,46.26069156,193.6449451,19.60850823,207.1721344,455.5306931,635.3445433,839.4552461,747.3836554,188.676513,143.8175869,416.011082,259.4272132,467.9843591,439.6352169,482.5927283,398.2168252,205.3845466,39860.964,2924.412,6312.616,28850.831,28980.764,4031.616,81118.79,36285.504,29996.091,9854.79,8397.827,11664.016,7125.761,5098.904
178,337.787144,691.0387008,560.8079161,541.4993407,689.7673826,320.0549471,314.5051235,770.3981908,615.9054621,797.1295384,633.8080661,838.1613608,657.3790724,624.9045233,109.5670416,214.6850363,314.3395378,269.710081,409.583275,214.5672511,253.408122,362.6903507,406.0501523,426.591016,343.0522958,328.2318846,305.7741766,219.5935958,94.09172982,292.7387373,333.4262137,271.4187248,269.7969953,60.43463961,208.7692394,549.810201,456.8753142,562.2731803,423.5395499,391.9501182,495.5627132,257.7374495,217.5157474,755.0410941,458.8952411,393.0002557,628.8783633,293.6042726,192.3010076,476.3779958,503.4944947,846.7004515,599.4121998,601.7430006,461.483505,291.6444788,38978.964,4940.412,8684.616,30974.831,32684.764,4088.616,81578.79,33733.504,27697.091,6147.79,6228.827,14248.016,5077.761,3795.904
178.25,273.2879628,1000.956633,363.3995287,332.0707812,518.827144,422.7825576,375.4830846,488.3792394,418.9075929,455.0097202,290.2346491,478.3798011,351.3174042,229.2153275,55.76726754,473.8973957,138.2605348,153.7154023,228.061172,126.9630798,94.26290043,231.1696212,229.8041418,252.0572757,291.2520824,191.9519929,226.6172462,97.22508911,89.04637369,529.0758987,95.6932266,185.177206,99.19847155,286.5319394,64.19630026,161.9576501,218.6691006,159.4404972,121.924817,87.35249147,63.05704486,91.07490774,275.9907515,705.9658393,586.5367488,489.4267583,660.4502603,266.0241965,210.6000634,900.9136289,686.0851683,802.0899931,565.1458298,712.5828936,705.1352028,405.1131542,37184.964,9554.412,11861.616,33705.831,36761.764,3210.616,82332.79,29125.504,24004.091,941.79,2699.827,18411.016,1047.761,1433.904
178.5,315.7767927,453.2942691,878.0741637,810.9791019,671.9129461,417.9043845,231.141078,420.055851,373.6787004,499.8769169,1183.441663,1092.093821,973.0942157,632.5070116,86.96147503,158.9746781,308.1221255,259.8328017,308.1610877,130.0913866,125.8462597,223.1722916,280.8481361,417.1891616,496.1145394,288.769274,432.7278738,222.8573681,123.0177685,146.2936894,371.2730805,398.3854149,406.0564283,191.2763826,44.65924671,97.58666338,208.8043799,406.5823062,537.5866243,403.6092028,458.2398348,280.9042696,236.5013654,253.3210556,703.9339908,469.3920871,622.1000065,501.0430674,325.8039656,230.2231508,49.39278408,362.14573,797.1326577,734.3774491,743.2198365,368.7680042,36404.964,14279.412,14090.616,35195.831,40521.764,1738.616,81809.79,26979.504,22401.091,1863.21,523.173,20987.016,2487.239,98.904
178.75,389.1463592,557.0517499,425.8466491,489.7111765,355.6316732,221.6415008,583.4730577,645.0939902,775.7719253,469.10377,435.8081765,328.0259593,667.6060637,250.6711693,196.8444227,295.7866752,158.7739202,159.805371,120.2397052,97.67259128,259.7474551,208.328985,285.3871776,298.852406,161.9439206,183.7922752,138.5785095,137.7734092,178.2332418,183.176609,256.5926329,350.300211,156.1161052,122.4891463,198.926431,87.06039323,317.6511111,180.0289294,176.1970332,240.4291222,194.2696516,191.121929,305.043879,342.296052,526.3483185,507.9701751,433.7512122,234.4648688,286.1277606,856.3580163,833.7724068,655.1978437,775.2895156,571.1635538,639.2344707,338.1972493,34410.964,15388.412,17441.616,36443.831,43026.764,608.616,82751.79,23407.504,20176.091,3376.21,3399.173,23930.016,5010.239,1970.096
179,301.4794914,610.5568229,408.0572733,482.6366688,313.8861712,322.5683241,376.4169968,883.1759651,1314.905994,1043.937354,1697.421883,596.2952906,1128.308683,350.4278652,134.9052348,232.7390318,76.02660075,182.939742,170.5503333,143.5735814,106.1720714,307.1126262,523.4465259,564.2640783,710.2732697,219.8486555,570.3655204,157.1036301,50.42322198,261.1682579,211.1448262,245.1360807,272.8726932,273.1835654,179.9492575,555.6725097,901.1348171,676.3382715,849.1112904,263.0046901,448.6232907,12.89501691,170.9458694,300.0049906,138.5811075,200.5065709,349.6976726,396.0157621,295.2852083,261.8270625,360.3328903,387.4389367,804.8938072,365.9640377,212.5756052,179.6624622,32068.964,14216.412,19721.616,37194.831,43978.764,1832.616,85572.79,19188.504,15067.091,6210.21,9533.173,26239.016,9072.239,3833.096
179.25,187.4854622,619.2243634,443.7682867,624.935612,469.2597245,259.9348742,396.6351167,636.0102033,1011.869251,1366.558883,818.1157473,809.847109,987.7396559,520.6637521,129.8312499,273.5721019,91.39401194,223.0094084,104.6461298,160.1467396,85.71886188,161.7668785,285.8609651,443.8196648,132.9949923,142.2166067,245.9145659,139.9671115,56.13709369,58.92801189,242.9983706,239.7477024,220.9554184,56.50807691,220.2857262,712.0218739,977.3572124,1000.310112,625.4372034,467.8403068,702.4450562,331.6060506,407.8465499,806.8304415,463.795514,149.5404137,330.6644471,540.6147298,384.2810573,168.2136575,345.1764091,292.4702213,892.9154016,316.6777298,781.6161406,517.6666863,31774.964,11639.412,18814.616,37741.831,44448.764,3101.616,86223.79,18085.504,13466.091,5869.21,15581.173,25360.016,11567.239,3215.096
179.5,289.7516905,605.508788,582.090987,611.3419617,653.6562362,224.634258,426.0507405,562.8821856,764.4123425,498.3599259,604.5911013,632.094949,523.4927479,278.5606996,92.7078726,248.5029808,219.9080822,255.2823364,336.7027205,82.87392227,215.1803834,299.8286374,355.5173201,292.4583577,169.3467097,142.3420527,162.4422897,34.93717252,149.5235448,400.6831518,433.9797707,379.0020345,375.8077118,283.3050194,392.4551642,635.3595845,752.3229751,370.0843297,333.3313862,454.0073222,270.0741699,183.8853565,150.4727989,469.4183128,450.6016108,337.7027319,329.7870654,345.0038345,89.13738561,70.63718893,57.58540911,331.0669548,609.3685852,683.1454971,618.2262125,404.4503032,32023.964,11060.412,16543.616,34989.831,41447.764,2071.616,86216.79,19416.504,14851.091,2867.21,13470.173,22297.016,9523.239,1926.096
179.75,308.0911585,558.3599892,620.2313169,621.4346351,499.2022744,425.1346929,369.7059141,432.4361809,478.190484,429.3790069,378.0674672,692.0160714,411.1993435,1301.423241,212.7422954,332.878378,418.2107936,324.2577251,263.164663,212.7973936,99.41363567,182.7215205,90.9217514,148.617832,229.5989466,329.9084749,179.2147798,610.3538562,136.0131784,231.9761444,221.9783005,349.3445327,272.6191746,158.6872976,101.4295383,230.7635495,534.0344478,536.6004661,356.4602513,353.2882845,289.7102366,475.4609061,230.0155996,367.7679987,411.7021247,451.5621535,348.2571959,158.0871372,377.2681668,644.1396113,879.847569,928.8047005,720.1714318,488.4112898,782.2016686,994.2030534,31043.964,11975.412,17833.616,35954.831,41641.764,2636.616,87758.79,19267.504,14651.091,2800.21,13192.173,23682.016,9019.239,7021.096
180,166.2479025,431.0909104,391.2268337,250.9772277,365.444805,193.4022141,280.4380289,346.7834135,404.2691622,562.4774132,633.7674137,800.4775201,435.3769642,383.9298653,66.96484057,198.0535146,217.6660541,163.2473109,200.9268035,45.6158568,135.5009837,203.5859264,159.4271126,350.2494306,225.9774651,441.9585278,230.0038888,207.9404617,100.5132509,160.4802315,191.4354238,100.8697759,220.4016051,96.90650231,55.52261916,240.0177505,76.91668904,48.15400486,60.69136725,356.4732721,168.0480484,112.7252571,89.53318576,264.9657967,81.24071658,93.6116969,151.408587,170.5840978,74.34054736,262.252968,237.770558,352.3044097,56.28937135,567.2685772,401.6380056,131.8721087,30191.964,12234.412,19224.616,38521.831,42546.764,3743.616,88847.79,17706.504,13736.091,3350.21,12932.173,23542.016,10671.239,9754.096
180.25,430.9184427,681.742975,669.7379024,527.793681,483.0601863,267.1144163,532.4800617,716.8533123,567.3112243,589.5578443,710.0777177,1125.778096,779.8397851,526.0768345,222.2242393,68.79499479,346.7622577,311.8929907,228.0285464,99.50464623,255.1577628,408.9295257,327.6925359,492.9303766,431.8977223,590.9618366,567.5787279,334.0073148,171.5310516,316.5096088,179.4683184,194.6000856,72.38820492,168.1215141,220.1236752,438.5642148,427.0023789,489.8753728,322.6519198,307.7749808,298.210078,187.6701505,300.084859,789.7183596,232.4957533,230.7023149,639.4970004,193.6147239,136.494768,539.7949527,683.1464313,450.0255658,404.9873937,841.0802529,466.742925,271.7819393,31920.964,9923.412,16872.616,37014.831,40109.764,5018.616,87797.79,19513.504,15151.091,1738.21,10729.173,17756.016,9302.239,7601.096
180.5,319.2770749,523.734389,800.3183885,839.3815359,570.0349422,329.911607,604.0881291,1001.215229,1031.215577,895.3632577,1223.992231,1326.024518,1064.994324,594.9181475,128.1048178,187.4130924,260.5529383,215.5499558,218.3591855,42.89978277,216.1078049,253.8885466,261.219415,215.078182,279.7736205,314.0781639,336.9511324,112.0175786,130.9241648,68.95858786,137.4131647,255.1082713,285.1558616,131.1018568,344.1567597,308.4428242,438.6150391,366.8668769,488.4494781,405.8078259,394.3428757,127.4863876,437.4918994,352.0307703,1174.279171,961.8139418,621.1974681,108.6946421,719.7662196,1376.824174,1160.625162,1488.730199,1948.540989,1832.89066,1939.703542,1014.817104,34142.964,7432.412,12625.616,33348.831,35850.764,4724.616,84818.79,24873.504,20719.091,3670.79,4425.173,9488.016,2846.239,3709.096
180.75,288.4897062,453.4713506,294.8246678,404.2123488,410.8735494,375.4483944,430.4365019,891.8475929,822.5419096,874.3797685,1174.164067,744.7913144,1103.593036,455.3318137,158.2853083,270.1075222,107.609978,134.8482919,94.32313986,155.5702316,143.4078033,427.5282154,438.2672996,400.7451397,634.7429653,457.9825977,625.503701,269.0213235,56.84435696,278.740417,295.1550651,347.6094262,292.1295906,271.6136994,306.9421673,764.7110384,777.1842674,802.4761018,877.6822417,501.8491893,834.8985844,288.2749001,226.6114533,412.5447145,223.8348064,228.5493534,143.9391895,61.5986928,315.6299649,229.0909628,271.4533509,388.962142,761.98621,269.1621876,617.6515234,163.2314721,35434.964,9490.412,9875.616,30774.831,33575.764,3936.616,81272.79,30200.504,24718.091,7437.79,4018.827,2908.016,4073.761,654.096
181,207.6171119,567.4151231,524.3957511,718.1786971,579.8215827,177.5176377,232.0443724,351.0950562,638.4410623,978.2282465,735.1834265,931.8259824,827.4307943,395.7646003,62.41387832,163.7368826,436.5910864,474.5211928,345.7340025,101.7609736,112.4769933,278.842788,518.3936402,733.0368038,487.7196316,683.6759399,376.0945552,321.8459191,101.0220989,265.444198,459.7759896,612.0936672,411.6849512,136.6216668,119.1710868,495.7638539,616.1962328,947.7785187,738.9876769,733.6252731,794.1193805,453.2636184,99.65211647,726.5686953,441.0514673,246.8881464,402.4317291,178.8303794,112.8415788,310.1480334,316.1552915,227.5346687,638.9111419,559.5636233,315.0081372,177.3572826,37260.964,12834.412,11072.616,32500.831,34973.764,3499.616,79689.79,31753.504,24306.091,4902.79,7447.827,4115.016,5647.761,653.096
