time,F3(gamma),FC5(gamma),AF3(gamma),F7(gamma),T7(gamma),P7(gamma),O1(gamma),O2(gamma),P8(gamma),T8(gamma),F8(gamma),AF4(gamma),FC6(gamma),F4(gamma),F3(beta),FC5(beta),AF3(beta),F7(beta),T7(beta),P7(beta),O1(beta),O2(beta),P8(beta),T8(beta),F8(beta),AF4(beta),FC6(beta),F4(beta),F3(alpha),FC5(alpha),AF3(alpha),F7(alpha),T7(alpha),P7(alpha),O1(alpha),O2(alpha),P8(alpha),T8(alpha),F8(alpha),AF4(alpha),FC6(alpha),F4(alpha),F3(theta),FC5(theta),AF3(theta),F7(theta),T7(theta),P7(theta),O1(theta),O2(theta),P8(theta),T8(theta),F8(theta),AF4(theta),FC6(theta),F4(theta),F3(delta),FC5(delta),AF3(delta),F7(delta),T7(delta),P7(delta),O1(delta),O2(delta),P8(delta),T8(delta),F8(delta),AF4(delta),FC6(delta),F4(delta)
181.25,210.3288749,976.832018,432.544621,485.2404993,570.9620794,319.9152569,441.0040018,447.9049115,512.4827659,877.9857918,1017.704878,824.9178875,1027.937166,357.2873603,64.73988798,278.5064266,125.5842881,167.7187576,180.1302105,126.5341338,132.4309584,151.6615193,209.0594325,279.0110372,517.171083,200.7410074,368.6183413,61.06373913,91.38412548,592.4443411,343.8117661,365.1305617,118.405971,78.54518402,75.57393228,254.8074934,314.2691372,403.2342887,645.8853057,308.1722804,657.8379753,314.6313053,260.6983056,687.1480067,535.1071882,300.1615001,646.3653477,112.0113758,150.3449386,254.6085348,271.3503938,586.4119015,217.7288278,1293.761517,290.9236079,390.5458661,36737.964,16060.412,13747.616,34509.831,38667.764,3328.616,79322.79,31125.504,23733.091,1041.79,9522.827,9003.016,6560.761,2167.096
181.5,246.883561,470.4852165,802.5173016,674.0130324,977.2587196,215.7535492,293.7900947,395.1035677,373.8326492,806.3909312,604.4372276,1305.489172,656.9300393,567.1606166,86.69038923,204.3239602,285.3900184,219.9002563,333.9748768,96.82590201,72.82625374,98.62349094,98.39286148,306.8654034,335.8327648,374.4972705,260.2908462,174.3531625,199.4584073,99.0961055,438.3778322,390.4728133,330.4746073,65.35009614,199.0569047,421.9225043,342.428,383.0105145,473.0662137,571.7210662,371.9535546,280.8764746,312.1715571,404.0593159,637.3135494,538.8768914,702.7451224,280.8978479,208.8057615,706.6306498,425.0610661,916.3999088,380.2350262,996.8456671,530.01749,492.1677102,35316.964,18632.412,17069.616,36851.831,43431.764,2752.616,80040.79,28783.504,22541.091,4220.21,10065.827,15610.016,6735.761,4027.096
181.75,147.383973,611.7597993,714.2524866,566.3909437,504.091317,225.8263385,292.1400382,1397.374296,808.4751064,1003.885105,640.7240293,1039.616264,886.5515603,552.883069,77.8607591,209.8587645,260.7596172,270.594425,291.355929,78.8917484,168.3869527,852.6780456,590.7332552,549.8826537,260.8528921,468.1066571,412.1044666,306.4505484,138.2948307,68.93519882,411.5493504,321.1232038,253.7936681,222.5306802,358.5419253,784.8332591,723.3029009,792.4566812,625.2333287,685.6441143,704.0371397,390.3489742,47.95520602,627.1493716,586.0894983,330.4028774,480.0142571,52.48965674,249.8084595,424.4251921,301.9926895,340.3747505,261.0048712,769.6864868,185.4866671,170.4295482,33960.964,20429.412,21426.616,40585.831,47994.764,1658.616,81234.79,24491.504,21190.091,8500.21,8259.827,21034.016,3345.761,6794.096
182,228.4339476,461.5051817,580.2356027,409.0672811,481.5204581,196.5252356,393.5634661,393.5048252,367.2161944,469.1208725,426.1336554,629.7105691,457.08157,382.8300963,94.81991831,95.47369239,321.0634563,274.856043,303.3247053,106.0720659,172.7137124,318.5754428,383.7257841,503.3896224,239.7070188,360.7885486,323.5819417,196.0041043,83.63356288,87.8363384,235.6521369,237.6237881,199.2941447,108.2823141,274.3124531,531.7107654,566.3754872,312.5939483,131.1625725,154.8545853,200.5387482,57.07610561,306.9060712,417.9667823,561.6585479,163.6426276,368.1870627,182.3650915,590.8027044,880.8098291,644.8229163,593.4802419,478.8529087,560.4513484,435.8303765,331.6730292,32900.964,23205.412,24742.616,42780.831,50913.764,865.616,82838.79,20967.504,20455.091,11444.21,8049.827,26452.016,2229.761,8777.096
182.25,317.6570996,423.5258421,325.7030122,409.8444512,357.8594625,233.0564618,264.6573382,523.2216008,569.1038848,421.3364262,309.5720451,343.6991481,504.8469636,184.0087238,43.16883888,158.875324,56.77982023,126.0534951,161.6885641,166.8067571,82.94729152,267.2140007,273.9984264,167.5907056,147.824477,103.9281071,134.4278763,51.97796361,52.34944072,141.7623719,91.50841914,135.525225,45.71029727,80.39653517,156.0533018,327.9396687,379.7624123,367.062045,218.6074969,90.3965443,326.5241308,54.32079411,264.4007599,287.8008016,363.8145884,201.5335108,494.6000857,348.2531757,337.0706527,622.3772384,523.9701481,587.9977023,447.5258312,543.0078815,558.8963729,330.056992,31404.964,23810.412,27529.616,44916.831,53652.764,1255.616,84049.79,18792.504,19544.091,13780.21,5956.827,30071.016,270.761,10572.096
182.5,148.11492,415.2859978,243.9658458,231.2548784,153.4871004,168.4002494,308.6207454,512.3113709,478.0054162,396.1232295,302.2922951,324.2152366,547.4700601,254.4119862,74.56054462,180.2765591,142.51872,139.8449853,51.01473012,100.4542683,129.4864879,148.9133856,187.7502663,150.4737528,219.9811703,163.126387,136.0809234,163.918496,38.90715907,76.74421776,103.2615917,84.19334406,69.97053168,59.53787137,24.07349697,241.6379614,284.5618,185.9561522,75.33710297,51.49350898,173.4813502,87.32442948,77.3503586,97.03801234,88.76828253,49.81937663,122.7674243,127.2054107,158.6549079,81.87132498,64.85898642,90.28284104,246.9842743,119.712819,463.3231949,141.7396267,30230.964,22676.412,28428.616,45738.831,54883.764,1522.616,84943.79,17338.504,18659.091,15101.21,4904.827,31071.016,1868.239,11308.096
182.75,246.6703258,728.8583519,295.4170502,519.08866,299.0225622,259.8712,311.5578603,430.3908951,306.4551328,421.6325436,476.1867263,357.7517742,475.5963746,254.4494918,119.8933795,215.4520337,72.73791652,134.6828358,168.8034469,136.4675043,37.23753565,83.76390488,94.52869107,84.56189733,257.8828387,138.0891215,147.568118,141.7718117,9.156264527,158.6159386,62.6005459,124.0412133,41.2680928,91.3629764,29.74298642,115.4014218,48.14276611,95.94016481,72.38064109,67.78312845,68.83467996,89.17030654,26.81741047,102.0915396,23.46976043,85.22919044,156.7637563,348.2086091,152.9659059,201.913833,203.6512166,85.22518217,377.2280917,48.66628511,140.4268964,60.24389455,30438.964,21342.412,28797.616,46287.831,54651.764,640.616,85421.79,17628.504,18307.091,14807.21,3350.827,31759.016,3433.239,11821.096
183,173.5544478,419.4661164,336.9190462,359.8870925,357.9845086,240.5848036,225.5735008,385.8609822,380.7100796,646.9184971,476.9750925,322.1428117,433.4483026,291.3903787,107.852259,57.18638155,177.658974,175.2480308,28.52165464,229.9296362,221.3204738,89.21766151,207.2539604,81.25594966,137.5719904,222.7161027,186.0442469,110.0451141,70.37026757,289.2573953,217.5637777,323.5365332,258.5602991,54.03472554,102.2626981,321.557646,317.6625936,501.1774021,356.6015966,270.8068918,504.5146471,242.6233404,155.2248594,212.9988989,177.312661,332.9516495,305.1261853,166.5444185,225.7346031,368.8511951,216.5999511,476.5857506,313.3043199,121.8188616,157.411969,142.5379302,29747.964,20186.412,28438.616,45964.831,53900.764,493.616,85882.79,17237.504,17536.091,14116.21,1290.827,31710.016,4055.239,11840.096
183.25,230.7152136,526.2376358,267.3772536,310.7460345,447.3733089,169.5230355,254.519257,375.3634909,507.4324143,491.4942056,568.1366827,313.4520045,573.0338285,240.268211,71.66523721,220.9496821,103.3751688,101.9317935,62.7888319,35.62446809,59.52674828,145.7695795,150.1515961,99.85151813,236.8947742,194.1438751,194.9808099,118.4287268,33.35784846,366.6601572,123.9477572,254.0866773,154.6159277,74.4506142,54.13488807,368.6897002,451.1786353,381.5057049,289.5247653,241.7067925,235.4160794,126.3879013,132.6235634,306.2727145,16.95687885,161.6911848,260.2347429,212.2888613,87.96843201,100.996608,135.4361489,159.2621162,316.1097735,118.4531721,309.24913,80.76650022,28890.964,18758.412,27818.616,44946.831,52578.764,360.616,86120.79,18034.504,17436.091,12330.21,49.827,31365.016,4546.239,11642.096
183.5,208.2498595,412.1385201,478.6726943,659.6489201,503.0603153,384.1195984,349.3906529,336.3559121,362.2280224,636.1336787,362.0788225,336.7168263,402.7524032,387.8384537,93.80703182,120.7290915,160.1131377,271.9047438,171.8760034,115.9588259,92.16388917,185.250268,162.4452237,193.4143995,110.7230215,77.82713561,208.2319583,67.54215598,56.33908944,72.77694706,156.8584512,169.2238324,155.0244888,115.4488074,237.8154514,250.5056889,251.9529983,227.1977827,253.7257468,191.5992992,259.4591726,146.2852795,277.1192844,221.4276917,302.2867727,388.6618642,436.9361535,299.3227034,199.9162713,375.802878,311.6279593,503.3038804,336.7371084,170.4449861,290.848937,234.661814,29370.964,16438.412,27311.616,43355.831,50732.764,329.384,85624.79,18344.504,17130.091,10696.21,952.173,31240.016,5925.239,11342.096
183.75,250.8852627,655.2511359,490.7322772,481.2728984,414.6920051,368.3913515,266.0913914,358.7695881,441.6309927,484.8297768,592.5506408,1086.022373,668.185491,539.8752437,109.6536366,178.9383717,228.2138107,179.5888436,118.6669583,187.2414613,51.94847843,99.35495708,159.2262472,181.9597437,361.148322,482.3939041,263.8086022,230.9954548,162.8585026,156.9595627,156.647366,169.5609105,133.9883622,147.0603887,31.80122654,224.788621,307.3604831,169.9178214,316.0283607,448.6092335,338.4537225,224.6220917,65.09790851,302.8451063,62.22521909,111.968777,299.0805483,281.2629095,75.81386293,267.4078812,147.8428678,182.6775499,241.6241319,919.9459559,220.322884,61.93152725,30294.964,15299.412,25673.616,42516.831,48813.764,1609.384,85779.79,19313.504,17600.091,9084.21,1053.173,33043.016,5281.239,10385.096
184,280.7671928,438.7299102,275.4906011,409.2274549,256.9319532,285.5287391,418.6987926,423.9702635,495.1293683,478.5049134,321.7165981,385.9842981,418.5634953,343.2360693,52.37135654,197.7376806,147.7272498,83.21799094,43.26840175,88.40781541,105.299074,224.4631401,137.6199436,195.2970128,173.7462961,133.5335523,196.0261086,135.5968599,85.5684485,180.6680317,253.7786509,307.3916248,224.2880134,210.61772,242.5132614,550.1764282,544.2136771,524.9591477,413.6811252,333.9302892,548.0539566,306.5760444,78.97205868,62.15373425,167.0158755,306.6013407,313.9346624,318.9639036,170.1119805,362.6755318,396.4733694,406.7631607,644.200241,197.3385018,326.6315539,158.2037333,30168.964,15144.412,24916.616,41890.831,47695.764,1908.384,85481.79,19770.504,17636.091,7962.21,2768.173,34779.016,5722.239,9948.096
184.25,309.1492218,675.5752241,690.4466614,781.8450492,723.5514868,391.1626996,273.8955823,608.6165497,595.7994359,744.8932992,874.6235264,823.632373,931.130191,289.0621803,101.3307332,485.5733158,358.9033683,406.4697016,234.4617654,147.5371693,150.2560761,239.4455077,346.7823613,407.7886744,474.2361814,273.5952164,524.2682595,179.0315349,172.0902206,171.9765283,348.055019,415.9264877,314.4962697,142.0590773,195.8855238,125.1143919,213.0728484,366.5068918,300.4359032,376.1513504,179.300513,140.5414554,179.5261135,427.6935495,361.7069192,355.7894939,480.2734716,169.110761,235.4563534,358.1235458,419.5831991,528.7818256,491.4749889,538.4115365,592.2341729,233.5281199,30682.964,15409.412,23200.616,40091.831,45500.764,3037.384,84065.79,21139.504,18513.091,6154.21,2563.173,32347.016,5961.239,8917.096
184.5,179.5786045,358.2255982,450.8928105,439.3679534,373.4900469,200.2981366,361.9064423,562.6634556,457.0279867,621.7128724,616.9386457,565.1723177,577.1961567,354.7889891,121.8065739,94.37305633,193.8182649,147.7305012,112.2554696,44.25806816,76.21361087,111.126635,114.6058375,167.8965515,148.3315151,208.3591288,154.0244402,184.0245416,128.9579589,317.8090099,277.3216896,327.4991507,160.0439857,72.14510625,93.55910951,269.7068942,112.2956236,208.9185549,405.5978086,340.7221241,294.3384847,254.3550163,216.1288846,187.5900208,439.3929956,326.3090084,174.8254183,132.9630652,80.51599229,113.9460377,195.628971,142.5620712,280.7588842,456.2229459,125.527711,313.9620681,31854.964,14577.412,21847.616,39067.831,44079.764,3330.384,83453.79,21731.504,18881.091,4973.21,2922.173,30219.016,6929.239,7950.096
184.75,254.2397031,537.5081128,324.6735528,371.5141413,299.6661185,330.4301835,264.6075444,318.3263318,535.8149247,493.0770855,636.9909183,425.2161311,452.645443,309.8446249,88.07538042,246.8118569,62.27238971,184.0162856,137.374083,136.6054208,60.80612654,150.102296,238.0017702,177.4163787,271.8057359,83.77964341,166.2385396,114.977949,84.78965074,139.3892004,95.5816921,56.15945192,159.4246203,152.0980905,32.15446133,118.5569611,274.4489968,260.4196094,207.6970276,148.0970915,212.4805361,104.7679324,102.9057901,177.755451,86.26712435,55.31617705,76.21457433,111.0108501,111.8358935,379.4837,230.4866762,164.8337363,246.1129004,100.7691585,321.4242072,62.91621776,32337.964,14214.412,20710.616,37828.831,43175.764,3266.384,83295.79,22719.504,19572.091,4118.21,2690.173,29031.016,6786.239,7051.096
185,362.2101233,480.7642292,427.2741773,526.0829368,298.6603522,194.1603895,292.1441752,337.1860982,481.2400632,379.2273231,668.3853504,692.5388931,507.188566,480.2911202,202.1142049,155.6112378,185.7373988,166.976652,120.4054907,72.42980678,159.3467149,105.1789035,150.3104025,212.5686048,469.9719166,536.3682253,316.4744171,259.4937916,213.8301415,213.5968198,271.639897,245.5077784,97.35109692,118.0735888,166.8108025,160.7493716,13.70135664,146.4581409,272.4225789,275.8350635,362.5957349,275.186581,289.5279994,214.9261696,203.6507181,424.3528428,253.8078776,327.4294042,20.07889236,416.1279654,502.1251111,410.5709119,248.8658043,351.4714897,184.9599128,207.6052691,31948.964,13504.412,20028.616,37814.831,42877.764,3930.384,82553.79,23476.504,20601.091,2689.21,2924.173,27894.016,6900.239,6349.096
185.25,216.2174668,302.4644522,348.85793,552.3275807,378.9630145,373.9114544,217.0996951,369.4260753,546.690708,783.1382064,591.4828993,416.5148467,579.647832,295.0523314,70.26931528,174.7238836,231.3932249,303.1705672,185.3491729,90.71695897,170.6549075,234.7707279,87.18515796,163.8632534,351.7730999,229.7466402,207.9358164,113.0277174,139.5896969,122.164895,241.2920429,309.0848653,284.9604978,131.7066441,175.6234492,299.7994447,368.549128,405.8934105,375.111395,359.0918638,286.8458132,162.5365036,178.392483,377.4912228,265.2586982,264.1211004,172.7508178,101.493765,111.5966914,243.5680904,124.159435,211.0269597,257.4669156,86.13894989,118.5822389,82.96830707,30763.964,13085.412,19255.616,38226.831,42923.764,2722.384,82558.79,23328.504,20063.091,1576.21,1991.173,25530.016,6986.239,5026.096
185.5,214.9177718,363.1073867,417.2897857,363.8695918,305.4881683,265.6963352,339.9451156,297.662827,306.4976244,387.0287474,668.290467,565.3182246,633.1037578,367.8029229,89.47266024,92.18720543,48.40113232,72.3803101,70.61893011,91.29031294,131.9497266,102.6369452,241.2916622,179.5744479,113.5963679,60.81131056,91.2218695,28.57667069,86.46263288,133.5447315,246.6598207,218.8336772,139.1265134,79.21820151,170.2773494,78.39524897,134.7398607,182.2054445,237.7374057,200.6715348,129.4827233,104.0950714,222.6419165,158.3513036,141.9237485,227.1083703,180.5892813,83.90413783,283.4760262,231.636873,197.125407,234.5927423,298.477411,255.5100576,222.5028524,43.39506216,31749.964,12942.412,18816.616,37404.831,42256.764,3401.384,82304.79,23717.504,20422.091,1596.21,3414.173,25235.016,7556.239,5083.096
185.75,219.6821652,590.1237386,381.4724523,657.6998545,440.3581413,371.9421012,269.5433209,425.4207774,464.4373034,568.9862642,767.2878579,436.3081297,782.556323,242.9223398,79.70449263,136.3570373,111.8408471,201.4726857,71.43555071,169.0825771,151.8898429,284.3665579,334.6811514,212.1704132,239.2008036,104.6363309,182.7059485,68.37489557,144.368286,180.4639485,345.2003991,386.7560197,222.9895833,52.37416089,77.52598417,273.235492,257.6206976,365.7070863,438.2379311,325.5923865,338.2500122,188.2403902,113.3750137,348.8652591,202.4057505,78.71307421,94.84825918,438.632567,63.8253801,73.40217784,321.0062024,70.08618391,237.6003705,418.9945127,318.7987223,210.6829963,31206.964,12761.412,19898.616,38444.831,42770.764,3110.384,82518.79,23908.504,20292.091,2677.21,5015.173,25379.016,8300.239,5557.096
186,197.8578873,366.8574587,396.6400797,501.0878128,252.7518486,220.1370936,354.1355529,490.8381601,492.7509039,576.5648195,521.3487971,512.6631697,608.6909073,355.6420389,129.159663,86.88156999,143.231518,187.5578979,169.5303971,130.3328447,113.4355335,170.1957561,189.3179576,118.915839,123.1900253,193.7155087,95.3815952,91.37999819,96.32775348,140.3235793,260.7022978,267.1553646,237.8358247,115.5731751,177.5901603,395.7371436,296.0281613,219.9204654,314.4948799,261.6233829,275.3250002,188.0657506,123.1806363,83.55733767,236.5824631,256.0805592,23.80574713,280.6969186,119.796645,150.5446501,142.4049254,117.8641068,21.7069983,375.0028283,286.9773449,231.2892125,30840.964,11915.412,19664.616,38630.831,42476.764,2024.384,82804.79,23266.504,19692.091,2485.21,4451.173,24195.016,8082.239,5198.096
186.25,264.2814197,426.3968846,474.3984386,592.7137254,353.6600948,447.8495182,314.9866575,638.1698019,551.2690089,773.5403068,732.9428405,614.6268757,790.8539574,453.1387524,100.2996166,222.4001516,114.7370854,270.1832521,197.9359497,223.518608,181.4577493,255.4543016,272.5038234,240.2020215,285.4150134,248.2801184,305.7375426,153.6512781,125.3999261,302.8405616,323.4916642,344.9556608,221.1901184,260.3131508,180.5703891,354.3197293,257.9961283,390.0759722,388.20487,347.8407337,418.244049,219.6249473,24.6487607,262.6475088,252.592337,344.9730886,268.8433523,349.6038609,266.0802051,306.5810739,398.5893791,518.6095374,163.8388437,41.60656776,298.642705,42.20838632,31751.964,11787.412,18798.616,37641.831,42009.764,2401.384,81920.79,23879.504,20193.091,1347.21,2529.173,22196.016,7161.239,4026.096
186.5,247.1327206,335.4994292,336.546544,344.5365184,207.0126474,291.1612154,264.5019671,646.6086678,846.2156892,748.3693377,715.0469968,517.7140863,704.7010276,356.137723,83.93526727,268.4015184,119.7297681,293.1075176,234.8477545,265.8874372,167.3373356,499.7416237,465.427403,455.2595937,455.7151708,306.8678574,391.3528702,199.0522652,59.83004087,229.6274822,269.0589821,373.880474,180.293088,172.6055645,87.07632463,541.4933417,727.3679938,662.2845398,581.4121441,361.907442,618.2135599,269.3946551,27.77128362,204.1281126,84.04070945,153.4901125,43.60707395,269.6706888,142.1150601,202.5789024,83.50873328,55.63584195,100.2976053,77.68673952,114.1691688,14.73624092,31431.964,11191.412,19776.616,38240.831,42643.764,1991.384,82611.79,23671.504,20047.091,2176.21,3207.173,22904.016,7529.239,4641.096
186.75,536.9431332,754.1930561,417.1633791,521.079026,246.67126,342.0417454,471.8443051,589.780067,718.9495799,650.1493117,662.322782,470.7144381,642.6056564,275.4341912,246.0536376,399.6916245,154.3943383,174.3532595,106.4852928,160.5851716,234.252388,302.4074362,357.8358316,280.8134686,342.4855337,142.2305475,322.4477657,73.95298241,320.4570707,219.9906403,200.0457244,307.6022467,22.70119436,104.9867684,196.8102334,335.6898131,460.6566863,455.3074138,492.0466641,312.3455214,428.0334198,192.0052124,507.1705448,259.7779734,243.9910553,171.8229387,291.9652103,271.6960018,399.4598642,393.5694975,331.7165033,277.7734663,82.65050954,225.9741103,183.3165096,130.3143966,30087.964,9915.412,20288.616,38961.831,42461.764,1243.384,83770.79,23947.504,20822.091,1854.21,3791.173,22933.016,7793.239,4561.096
